Director,First Number of Votes,Last Number of Votes,Career Progression Number of Votes
Glendyn Ivin,26100,123790,97690
Jon Gunn,5940,103630,97690
Nicholas Gyeney,45599,143092,97493
Na Hong-jin,730260,827700,97440
Liliana Cavani,98125,195540,97415
Thiagarajan Kumararaja,78390,175790,97400
Tom Shankland,93530,190450,96920
Edward Norton,532820,629480,96660
David Weaver,6309,102890,96581
Petter Næss,127650,223980,96330
Robin Aubert,5751,102060,96309
Peter Facinelli,25300,121510,96210
Kleber Mendonça Filho,70576,166584,96008
Tina Gordon,51240,146300,95060
Abhinay Deo,23823,118750,94927
Chris Foggin,19700,114340,94640
John Simpson,29480,124080,94600
Taichi Ishidate,8908,103460,94552
Malhotra P. Siddharth,44762,139010,94248
Mohit Suri,27260,121250,93990
Shinji Higuchi,13954,107815,93861
Vincent Perez,6066,99880,93814
Adam Mason,22865,116600,93735
Jamie M. Dagg,23190,116910,93720
Oliver Kienle,5350,98840,93490
Luke Sparke,60564,153930,93366
Kantemir Balagov,29766,122920,93154
James Cox,54710,147840,93130
Scott Thomas,2976,95400,92424
Hans Herbots,7715,100120,92405
Maite Alberdi,3046,95280,92234
Lee Won-tae,140232,232440,92208
Philippe de Chauveron,4625,96830,92205
Rodrigo Grande,64788,156810,92022
Paolo Genovese,34920,126910,91990
James Marsh,39588,131100,91512
Greg Barker,8117,99525,91408
Olivier Marchal,9220,100040,90820
Franck Gastambide,17410,108210,90800
Peter Hutchings,48410,138710,90300
Jake West,29776,120046,90270
Emily Young,41649,131900,90251
Anthony Drazan,14700,104720,90020
Aku Louhimies,39570,129570,90000
Matthew Warchus,37200,126586,89386
Philip Kaufman,142230,231440,89210
Christophe Gans,136480,225580,89100
Jessica Hausner,5016,93980,88964
Gregory Wilson,206792,295010,88218
Brian Skiba,5149,93290,88141
Mary Agnes Donoghue,31350,119490,88140
Francis Annan,350779,438440,87661
Andrew Hyatt,12145,99640,87495
Alex Zamm,64990,152430,87440
Daniel Waters,28500,115910,87410
Brian Smrz,74290,161670,87380
Ariel Winograd,6917,94052,87135
Hwan-kyung Lee,11568,98276,86708
Tony Giglio,17680,104310,86630
Jung Byung-gil,82312,168660,86348
Sheree Folkson,39769,126100,86331
George Armitage,102040,188160,86120
Claire McCarthy,45030,130940,85910
Andy Cadiff,45650,131484,85834
Faruk Kabir,131255,216710,85455
Bill Pohlad,341740,427050,85310
Louis Morneau,680,85934,85254
Woo-Ping Yuen,13380,98500,85120
Joram Lürsen,22172,107260,85088
Michael Dowse,61189,146080,84891
Todd Strauss-Schulson,655446,739450,84004
Mauro Borrelli,10375,93680,83305
Craig Rosenberg,62272,145540,83268
Shashanka Ghosh,49991,132460,82469
Kelly Makin,12850,94980,82130
Mona Fastvold,29254,111350,82096
Oleg Stepchenko,3910,85980,82070
Eric Red,50340,132110,81770
Robert Harmon,13580,95250,81670
Michael Polish,52560,134190,81630
Udayan Prasad,7526,89100,81574
Joel Souza,3280,84830,81550
David Gelb,380980,462430,81450
Marc Munden,19636,100870,81234
Walter Salles,7730,88906,81176
Sohail Khan,38012,119185,81173
Cristina Jacob,15660,96330,80670
Hannes Stöhr,11740,92336,80596
Neal Israel,7380,87820,80440
Trevor Nunn,64270,144690,80420
Shaun Paul Piccinino,5045,85354,80309
John Gray,16850,96986,80136
Ryoo Seung-wan,5239,85370,80131
George Gallo,32430,112470,80040
Rob Burnett,720735,800760,80025
Dylan Kidd,179330,259320,79990
Gorô Miyazaki,443380,523250,79870
Laxman Utekar,53567,133280,79713
Lance Hool,13470,93170,79700
Michael Almereyda,26196,105760,79564
Jen McGowan,56394,135900,79506
Oz Perkins,262230,341670,79440
Rob Savage,318654,398090,79436
Billy O'Brien,80300,159470,79170
Bob Gosse,7984,87010,79026
Jennifer Lynch,131530,210140,78610
Benedikt Erlingsson,35040,113320,78280
Nikolai Müllerschön,1220,79340,78120
Kore-eda Hirokazu,955,78730,77775
Manuel Carballo,10088,87830,77742
Nishikant Kamat,42716,120370,77654
Nuri Bilge Ceylan,66350,143945,77595
Stephen Frears,306360,383490,77130
Juan Carlos Fresnadillo,136460,213550,77090
Scott Silver,18240,95240,77000
Michel Franco,19690,96640,76950
Adrian Vitoria,25432,102240,76808
Alastair Orr,7738,84490,76752
Laurent Bouhnik,2849,79538,76689
Kirk Jones,281040,357360,76320
Lijo Jose Pellissery,14608,90720,76112
Daniel Stamm,315244,391230,75986
Joe Swanberg,6820,82788,75968
John Warren,5600,81520,75920
Tamara Jenkins,146480,222310,75830
Johnny Kevorkian,21050,96850,75800
Peter Sollett,57020,132520,75500
John Curran,71692,146280,74588
Midhun Manuel Thomas,15992,90520,74528
Fred Cavayé,97890,172160,74270
Alice Winocour,16440,90440,74000
Julian Gilbey,8828,82700,73872
Paco Plaza,14260,88000,73740
Alister Grierson,31900,105550,73650
Jeff Beesley,2690,76260,73570
Lenny Abrahamson,33040,106450,73410
J.S. Cardone,13360,86680,73320
Christian Volckman,164460,237640,73180
Pietro Marcello,3944,77000,73056
Yi'nan Diao,6018,79040,73022
Michael Cohn,7380,80321,72941
David Leland,14380,87290,72910
Eva Orner,10753,83660,72907
Andrzej Sekula,3410,76275,72865
Siva,32811,105510,72699
Azazel Jacobs,15389,88060,72671
Jan Komasa,104222,176630,72408
Malik Bader,39196,111580,72384
Anil Ravipudi,17093,89330,72237
Fred Durst,52770,124890,72120
Laurence Malkin,11660,83730,72070
Zackary Adler,45030,116960,71930
Lena Dunham,76845,148680,71835
Juan Solanas,151440,223170,71730
Penny Lane,6834,78540,71706
Laura Poitras,7905,79392,71487
Raoul Peck,1555,73000,71445
Carles Torrens,117820,188910,71090
Amol Palekar,15171,85914,70743
Alberto Rodríguez,15318,85740,70422
Philippa Lowthorpe,35640,105970,70330
Vidhu Vinod Chopra,32030,102224,70194
Kaouther Ben Hania,1240,71420,70180
Mitja Okorn,37477,107440,69963
Peter Mullan,17960,87910,69950
Kevin Spacey,85760,155640,69880
Carlo Hintermann,46700,116420,69720
John Polson,12710,82120,69410
Bruce Beresford,12040,81440,69400
Jakob M. Erwa,3250,72610,69360
Lajos Koltai,71690,140900,69210
Safy Nebbou,6285,75380,69095
Václav Marhoul,7884,76970,69086
Reinaldo Marcus Green,27200,96240,69040
Gregory Nava,45220,114260,69040
Simon Aboud,63750,132750,69000
James Oakley,19450,88320,68870
Duncan Skiles,275022,343700,68678
Jonathan Jakubowicz,21544,90110,68566
Subhash Kapoor,124929,193440,68511
Victor Salva,176260,244650,68390
Jerry Jameson,4420,72610,68190
Andrew Haigh,71730,139900,68170
Mohan Raja,12508,80250,67742
Billy Crystal,63510,131000,67490
Pablo Larraín,25622,92900,67278
Farren Blackburn,82600,149650,67050
John McNaughton,17542,84570,67028
Jason Krawczyk,156420,223320,66900
Felix Binder,2090,68920,66830
Courtney Hunt,264820,331540,66720
Tyler MacIntyre,49943,116660,66717
Mark Osborne,600317,666840,66523
April Mullen,31542,97560,66018
Simon Rumley,17574,83440,65866
Renato De Maria,4390,70050,65660
Stevan Riley,13708,79350,65642
Hu Guan,6984,72340,65356
Christian Petzold,27660,92900,65240
Michael Pavone,4880,70002,65122
Katie Aselton,33910,98910,65000
Zev Berman,42013,106770,64757
Ed Gass-Donnelly,24812,89410,64598
Mikael Marcimain,49550,114130,64580
Árpád Sopsits,521,65100,64579
Chris Rock,212600,277060,64460
Jared Moshe,14149,78580,64431
Alex Ross Perry,18317,82170,63853
J.-P. Valkeapää,6270,70080,63810
Mohana Krishna Indraganti,6347,69868,63521
Gregg Champion,26930,90390,63460
Breck Eisner,1038580,1101400,62820
Richard Laxton,6123,68570,62447
Timur Bekmambetov,8210,70490,62280
James Dodson,1100,63290,62190
Richard Tanne,101410,163430,62020
Yasuhiro Yoshiura,40870,102490,61620
Ryan Murphy,231800,293100,61300
Veena Sud,143077,204300,61223
Brandon Slagle,5522,66580,61058
Rob Grant,1388,62250,60862
Olatunde Osunsanmi,17510,78180,60670
Alan White,6250,66820,60570
Mark Raso,138950,199470,60520
Tiller Russell,9066,69370,60304
Marcel Barrena,9520,69730,60210
Kirill Serebrennikov,11692,71683,59991
Ann Turner,6480,66400,59920
Barry Levinson,67910,127670,59760
Joel Hershman,6030,65780,59750
Bart Freundlich,26960,86440,59480
Ry Russo-Young,22398,81820,59422
Joseph Cedar,6295,65530,59235
Cristian Nemescu,20710,79920,59210
Dong-hoon Choi,20986,79780,58794
John Putch,2541,61320,58779
Radivoje Andric,56852,115570,58718
Marc Turtletaub,26906,85580,58674
Steven C. Miller,33613,92220,58607
Gabe Torres,38159,96760,58601
Yoon Jong-bin,3920,62340,58420
Lucile Hadzihalilovic,17754,76120,58366
Bobby Moresco,4620,62950,58330
Marc Meyers,2932,61210,58278
Costa-Gavras,3880,62130,58250
Brendan Muldowney,6498,64600,58102
Cláudio Torres,11817,69890,58073
Kieran Darcy-Smith,61640,119520,57880
Richard Martin,4180,62010,57830
C.B. Harding,1810,59630,57820
Philippe Falardeau,10893,68600,57707
Harry Macqueen,87444,145140,57696
Surender Reddy,28645,86310,57665
Joel Hopkins,14840,72330,57490
Jeffrey Porter,4950,62170,57220
Paul T. Scheuring,515545,572760,57215
Mohammad Rasoulof,5515,62690,57175
Nadav Lapid,5855,63010,57155
Richard LaGravenese,50620,107700,57080
Rob Schmidt,31940,89000,57060
Houman Seyyedi,11466,68348,56882
Amat Escalante,9586,66350,56764
Takashi Ôtsuka,24819,81530,56711
Hèctor Hernández Vicens,68110,124690,56580
Issa López,7898,64448,56550
Boris Khlebnikov,5130,61620,56490
Will Slocombe,86176,142520,56344
Liv Ullmann,5536,61810,56274
Ron Krauss,38314,94550,56236
Peter Sullivan,11910,68030,56120
Jonathan Newman,16390,72430,56040
Seth Larney,62220,118260,56040
Kwang-shik Kim,5050,61060,56010
Kathrine Windfeld,31538,87510,55972
Yoon Sunghyun,13150,69060,55910
Miles Joris-Peyrafitte,28600,84230,55630
Le-Van Kiet,1096,56590,55494
Robby Henson,5762,61210,55448
Max McGuire,6866,62180,55314
Tali Shalom-Ezer,3986,59100,55114
Carroll Ballard,31080,86120,55040
Jean-François Richet,6648,61500,54852
Burt Kennedy,56540,111340,54800
Iain Softley,66000,120790,54790
Dibakar Banerjee,133828,188588,54760
Sebastian Gutierrez,41900,96650,54750
Nicholas Jarecki,495059,549760,54701
Hardy Martins,26411,81060,54649
Andrew Bujalski,28779,83380,54601
Thomas Stuber,6010,60450,54440
Pablo Agüero,3724,58130,54406
Scott Wiper,14140,68080,53940
Peter Kassovitz,126343,180250,53907
Sean McGinly,21035,74898,53863
Florian David Fitz,15960,69720,53760
Joko Anwar,13872,67624,53752
John Murlowski,8600,62230,53630
Pernille Fischer Christensen,20110,73630,53520
Aaron Sorkin,1885980,1939320,53340
Julian Farino,82292,135540,53248
Matteo Rovere,6345,59500,53155
Ji-hoon Kim,15308,68390,53082
David Blair,2398,55310,52912
Malgorzata Szumowska,2781,55630,52849
Gennaro Nunziante,61040,113882,52842
Lars Kraume,7610,60450,52840
Ekachai Uekrongtham,33130,85920,52790
Sarah Adina Smith,63840,116460,52620
Miles Doleac,25567,78040,52473
George Ratliff,35827,88260,52433
Joachim Hedén,6719,59120,52401
Vahid Jalilvand,14003,66230,52227
Gustavo Loza,4721,56810,52089
Nick Hamm,32136,84130,51994
Iram Haq,7670,59610,51940
Rodrigo García,73900,125710,51810
Ivan Sen,10735,62540,51805
Mati Diop,53575,105380,51805
Jonás Cuarón,56305,107700,51395
Gabriela Tagliavini,4150,55420,51270
Xiaoshuai Wang,2034,53110,51076
Nicole Holofcener,39460,90310,50850
Eric Rochant,7304,58100,50796
Tyler Perry,120550,171340,50790
Manuel Martín Cuenca,16706,67480,50774
Saverio Costanzo,8823,59560,50737
Yuval Adler,22610,73310,50700
Tanuja Chandra,36512,87177,50665
Bi Gan,43730,94390,50660
Claudio Giovannesi,2461,53120,50659
Todd Robinson,91000,141490,50490
Marina Zenovich,41836,92000,50164
Felix Fuchssteiner,33799,83350,49551
Rowan Woods,24817,74320,49503
Albert Shin,1605,51090,49485
Lone Scherfig,1692,51090,49398
Marcin Wrona,12160,61310,49150
Ken Sanzel,9310,58400,49090
Alberto Arvelo,1174,50235,49061
Vamshi Paidipally,47324,96350,49026
Xavier Villaverde,3605,52580,48975
Carlos Brooks,31150,79930,48780
Jesse V. Johnson,5630,54400,48770
Mikkel Munch-Fals,23022,71750,48728
Charles Binamé,2317,50920,48603
Enrique Urbizu,6962,55420,48458
Fernando Lebrija,20808,69160,48352
Nanni Moretti,29425,77700,48275
Aluizio Abranches,12933,61145,48212
Rebecca Zlotowski,14504,62570,48066
Stuart Gordon,54800,102780,47980
Pa. Ranjith,55703,103600,47897
Joel Silverman,4240,52070,47830
Jim Cummings,195780,243590,47810
Michael Glawogger,3628,51360,47732
Nick Park,190918,238560,47642
Amy Seimetz,24412,71980,47568
James Keach,1690,49124,47434
Ryûsuke Hamaguchi,6024,53380,47356
David Mirkin,533990,581300,47310
Teddy Chan,478,47780,47302
Elia Suleiman,8590,55850,47260
Daniel Roby,10084,57190,47106
Peter Wellington,4062,50970,46908
Alek Keshishian,100610,147360,46750
Chris Koch,137280,184000,46720
Frederik Du Chau,181150,227720,46570
Daniel Taplitz,17490,63990,46500
Mudassar Aziz,36710,83140,46430
Rainer Sarnet,14486,60790,46304
Aleksandr Buravskiy,1740,48020,46280
Chad Hartigan,26810,73040,46230
Karim Aïnouz,31630,77810,46180
Nils Gaup,31520,77630,46110
Nabil Elderkin,184240,230220,45980
Warwick Thornton,37730,83705,45975
Tze Chun,52590,98560,45970
Joe Begos,34660,80568,45908
Andrew Neel,35226,81100,45874
Juraj Jakubisko,1320,46950,45630
Paul Negoescu,6250,51816,45566
David Guy Levy,409958,455470,45512
Doga Can Anafarta,22518,67845,45327
Travis Zariwny,24632,69944,45312
Emilio Martínez Lázaro,5366,50612,45246
Justine Triet,7463,52570,45107
Jason William Lee,38220,83260,45040
Henry Saine,30348,75300,44952
Maria Ripoll,27920,72850,44930
Vysakh,8026,52924,44898
Joshua Seftel,180473,225350,44877
Daniel Calparsoro,2824,47670,44846
Uberto Pasolini,22650,67090,44440
Leo Zhang,66806,111190,44384
Natalia Leite,30296,74630,44334
Dan Krauss,32479,76670,44191
Coky Giedroyc,7022,51160,44138
Aki Kaurismäki,92908,136950,44042
Brett Morgen,12789,56810,44021
Michael Matteo Rossi,35436,79440,44004
Rich Cowan,7753,51710,43957
Abhishek Chaubey,105886,149801,43915
John Turturro,10250,54020,43770
Robert Benton,127570,171280,43710
Takao Okawara,50007,93700,43693
So Yong Kim,10171,53690,43519
Milan Luthria,13901,57344,43443
Cédric Klapisch,8940,52360,43420
Paco León,21844,65170,43326
Aaron Katz,13578,56760,43182
Anton Megerdichev,11312,54450,43138
David Pablos,10985,54000,43015
Timothy Woodward Jr.,6989,49930,42941
Marcel Gisler,10057,52890,42833
Steve Jacobs,15476,58300,42824
Anthony Hopkins,6333,49150,42817
Bethany Ashton Wolf,173244,215780,42536
Bob Misiorowski,2380,44891,42511
Craig Viveiros,49100,91550,42450
Glenn Standring,14740,57120,42380
Paul Gross,47210,89570,42360
Gaby Dellal,27446,69770,42324
Diederik Van Rooijen,1625,43877,42252
Kim Farrant,80670,122560,41890
Roschdy Zem,8540,50430,41890
Mathieu Turi,72500,114360,41860
Michael Damian,13110,54944,41834
Shahriar Bahrani,7988,49770,41782
Mary Lambert,2190,43940,41750
Elise Durán,167168,208910,41742
John Roberts,41531,83195,41664
Kat Coiro,81850,123480,41630
Roberto Santucci,8915,50356,41441
Masayuki Kojima,14526,55870,41344
Hlynur Pálmason,17840,59150,41310
Aleksey German,22740,63950,41210
Andrew Birkin,12320,53500,41180
Kasper Barfoed,7072,47690,40618
Bobcat Goldthwait,56670,96929,40259
Orson Welles,9070,49328,40258
Valeska Grisebach,2876,43110,40234
Michelangelo Frammartino,2540,42770,40230
Gauri Shinde,396880,437020,40140
Aditya Datt,5258,45360,40102
Takashi Miike,24680,64752,40072
Anno Saul,12650,52682,40032
Karen Leigh Hopkins,61158,101160,40002
Elmo Nüganen,23400,63400,40000
Lars Klevberg,404846,444762,39916
Kirsten Johnson,32650,72530,39880
Elissa Down,92410,132270,39860
Dominique Deruddere,6640,46465,39825
Claudia Myers,7300,47070,39770
Pelin Esmer,5886,45592,39706
Nikolay Lebedev,20623,60240,39617
Charlie Peters,14730,54280,39550
Robert Heath,62789,102320,39531
Larry Charles,50180,89670,39490
Tanya Wexler,36865,76150,39285
Michael Corrente,22700,61850,39150
Alexei Popogrebsky,30914,70040,39126
Jirí Menzel,2660,41725,39065
Pål Sletaune,21270,60290,39020
Cullen Hoback,16574,55536,38962
Bille August,35180,74110,38930
Marco Pontecorvo,2431,41340,38909
Joel Bender,3400,42300,38900
Ted Braun,17460,56260,38800
David Beton,25151,63860,38709
Mar Targarona,87669,126220,38551
Andy Goddard,22016,60530,38514
Fouad Mikati,108630,147080,38450
Jason Stutter,7298,45730,38432
Aashiq Abu,16407,54710,38303
Konstantin Buslov,5426,43708,38282
Yann Gonzalez,17380,55570,38190
Maurice Phillips,5430,43520,38090
George Mendeluk,3668,41720,38052
Alain Gsponer,1883,39928,38045
John A. Davis,381480,419490,38010
Yong-hwa Kim,53660,91670,38010
Jung Ji-woo,21330,59330,38000
Tom DiCillo,44610,82576,37966
Stacie Passon,58340,96160,37820
Roland Suso Richter,5423,43179,37756
Soon-rye Yim,1760,39480,37720
Andrey Konchalovskiy,21760,59230,37470
mink,43000,80440,37440
Tamra Davis,26850,64198,37348
Min-ho Woo,4400,41590,37190
Apichatpong Weerasethakul,17370,54560,37190
Francesco Amato,5577,42760,37183
Rich Ragsdale,9610,46780,37170
Jeremiah Zagar,9180,46330,37150
Keith Behrman,61224,98260,37036
Bob Odenkirk,55001,91994,36993
Chris Moukarbel,23150,60016,36866
Norberto Barba,8660,45520,36860
Kristine Peterson,5250,42096,36846
Rob Hedden,39325,76160,36835
Zak Hilditch,57292,93970,36678
John H. Lee,25478,62120,36642
Craig William Macneill,57520,94150,36630
Andrew Ahn,29208,65650,36442
Hyung-rae Shim,850,37291,36441
Frédéric Auburtin,8080,44300,36220
Chad Archibald,13142,49290,36148
James Nguyen,55619,91550,35931
Bob Rafelson,42730,78480,35750
Lisandro Alonso,9850,45530,35680
Mikael Håfström,8030,43540,35510
Ashley Avis,8222,43700,35478
Lorraine Lévy,5225,40560,35335
John Chester,54294,89580,35286
Troy Byer,21454,56686,35232
Martin Owen,19030,54260,35230
J.M Cravioto,28097,63270,35173
Remo D'Souza,47077,82240,35163
Fredi M. Murer,1293,36422,35129
Adam Smith,56634,91730,35096
Ross Venokur,4610,39590,34980
Adam Rehmeier,28460,63430,34970
Lodewijk Crijns,9004,43850,34846
James Fox,8860,43660,34800
Ten Shimoyama,5425,40033,34608
Ka-Wai Kam,1206,35810,34604
Damon Santostefano,7650,42080,34430
Christian Sesma,5085,39460,34375
Andy Cheng,56630,90730,34100
Gonzalo López-Gallego,27571,61660,34089
Howard Franklin,44400,78480,34080
James Cullen Bressack,12189,46140,33951
Albert Dupontel,34670,68610,33940
Robert Tinnell,3600,37510,33910
Jalmari Helander,321880,355730,33850
Julia von Heinz,2473,36250,33777
Stephen Milburn Anderson,67450,101050,33600
Louis-Pascal Couvelaire,11311,44890,33579
Wuershan,10127,43690,33563
Maziar Miri,1702,35120,33418
Andrew C. Erin,8531,41940,33409
Klim Shipenko,13869,47220,33351
Kenneth Kainz,8794,42120,33326
Alistair Legrand,58040,91340,33300
Ian Sharp,8910,42200,33290
Matthew Parkhill,88610,121680,33070
Ivan Kavanagh,15574,48630,33056
Ed Perkins,136604,169650,33046
Hasraf Dulull,67750,100710,32960
Mads Brügger,21610,54470,32860
Jean-Paul Salomé,2900,35750,32850
Paul Michael Glaser,224260,257080,32820
Bob Bralver,11500,44090,32590
Juan José Campanella,4428,37010,32582
Morgan J. Freeman,12962,45490,32528
Paulo Morelli,114738,147235,32497
Nitin Kakkar,30748,63186,32438
Pierre Salvadori,8810,41240,32430
